"","firstTimeStamp","timeStamp","hits","bundleID","domain","domainOwner","domainType","domainClassification","initiatedType"
"156","2025-02-04T10:13:27.427+01:00","2025-02-06T13:30:33.868+01:00",2,"swiss.ricardo.iphone","amplify.outbrain.com","",2,1,"AppInitiated"
"157","2025-02-04T10:13:27.048+01:00","2025-02-06T13:30:33.489+01:00",2,"swiss.ricardo.iphone","www.googletagmanager.com","Google LLC",1,1,"AppInitiated"
"158","2025-02-04T10:13:27.579+01:00","2025-02-06T13:30:34.039+01:00",2,"swiss.ricardo.iphone","ams.creativecdn.com","",2,1,"AppInitiated"
"159","2025-02-04T10:13:27.573+01:00","2025-02-06T13:30:34.042+01:00",2,"swiss.ricardo.iphone","recommender.scarabresearch.com","",2,1,"AppInitiated"
"160","2025-02-04T10:13:21.046+01:00","2025-02-04T10:13:21.046+01:00",1,"swiss.ricardo.iphone","device-provisioning.googleapis.com","",2,1,"AppInitiated"
"161","2025-02-04T10:13:27.402+01:00","2025-02-06T13:30:33.814+01:00",2,"swiss.ricardo.iphone","sc-static.net","",2,1,"AppInitiated"
"162","2025-02-04T10:13:26.634+01:00","2025-02-06T13:30:33.042+01:00",2,"swiss.ricardo.iphone","static.ricardo.ch","",2,1,"AppInitiated"
"163","2025-02-04T10:13:21.052+01:00","2025-02-04T10:13:21.052+01:00",1,"swiss.ricardo.iphone","firebaseinstallations.googleapis.com","",2,1,"AppInitiated"
"164","2025-02-04T10:13:27.355+01:00","2025-02-06T13:30:33.800+01:00",2,"swiss.ricardo.iphone","pagead2.googlesyndication.com","Google LLC",1,1,"AppInitiated"
"165","2025-02-04T10:13:27.422+01:00","2025-02-06T13:30:33.871+01:00",2,"swiss.ricardo.iphone","api.marketing.swissmarketplace.group","",2,1,"AppInitiated"
"166","2025-02-04T10:13:27.576+01:00","2025-02-06T13:30:34.045+01:00",2,"swiss.ricardo.iphone","static.scarabresearch.com","",2,1,"AppInitiated"
"167","2025-02-04T10:13:26.637+01:00","2025-02-06T13:30:33.054+01:00",2,"swiss.ricardo.iphone","static.cloudflareinsights.com","",2,1,"AppInitiated"
"168","2025-02-04T10:13:27.410+01:00","2025-02-04T10:13:27.410+01:00",1,"swiss.ricardo.iphone","ekr.zdassets.com","",2,1,"AppInitiated"
"169","2025-02-04T10:13:27.389+01:00","2025-02-06T13:30:33.843+01:00",2,"swiss.ricardo.iphone","s.pinimg.com","",2,1,"AppInitiated"
"170","2025-02-04T10:13:27.317+01:00","2025-02-06T13:30:33.638+01:00",2,"swiss.ricardo.iphone","fast.appcues.com","",2,1,"AppInitiated"
